ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
2473,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2474,That behavior is not normal,No,Homophobia,Biased,Synthetic
2475,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2476,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2477,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2478,That behavior is not normal,No,Homophobia,Biased,Synthetic
2479,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2480,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2481,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2482,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2483,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2484,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2485,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2486,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2487,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2488,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2489,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2490,That behavior is not normal,No,Homophobia,Biased,Synthetic
2491,That behavior is not normal,No,Homophobia,Biased,Synthetic
2492,That behavior is not normal,No,Homophobia,Biased,Synthetic
2493,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2494,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2495,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2496,That behavior is not normal,No,Homophobia,Biased,Synthetic
2497,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2498,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2499,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2500,That behavior is not normal,No,Homophobia,Biased,Synthetic
2501,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2502,That behavior is not normal,No,Homophobia,Biased,Synthetic
2503,That behavior is not normal,No,Homophobia,Biased,Synthetic
2504,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2505,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2506,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2507,That behavior is not normal,No,Homophobia,Biased,Synthetic
2508,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2509,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2510,That behavior is not normal,No,Homophobia,Biased,Synthetic
2511,That behavior is not normal,No,Homophobia,Biased,Synthetic
2512,That behavior is not normal,No,Homophobia,Biased,Synthetic
2513,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2514,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2515,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2516,That behavior is not normal,No,Homophobia,Biased,Synthetic
2517,That behavior is not normal,No,Homophobia,Biased,Synthetic
2518,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2519,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2520,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2521,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2522,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2523,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2524,That behavior is not normal,No,Homophobia,Biased,Synthetic
2525,That behavior is not normal,No,Homophobia,Biased,Synthetic
2526,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2527,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2528,That behavior is not normal,No,Homophobia,Biased,Synthetic
2529,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2530,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2531,That behavior is not normal,No,Homophobia,Biased,Synthetic
2532,That behavior is not normal,No,Homophobia,Biased,Synthetic
2533,That behavior is not normal,No,Homophobia,Biased,Synthetic
2534,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2535,That behavior is not normal,No,Homophobia,Biased,Synthetic
2536,That behavior is not normal,No,Homophobia,Biased,Synthetic
2537,That behavior is not normal,No,Homophobia,Biased,Synthetic
2538,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2539,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2540,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2541,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2542,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2543,That behavior is not normal,No,Homophobia,Biased,Synthetic
2544,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2545,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2546,That behavior is not normal,No,Homophobia,Biased,Synthetic
2547,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2548,That behavior is not normal,No,Homophobia,Biased,Synthetic
2549,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2550,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2551,That behavior is not normal,No,Homophobia,Biased,Synthetic
2552,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2553,That behavior is not normal,No,Homophobia,Biased,Synthetic
2554,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2555,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2556,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2557,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2558,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2559,That behavior is not normal,No,Homophobia,Biased,Synthetic
2560,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2561,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2562,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2563,That behavior is not normal,No,Homophobia,Biased,Synthetic
2564,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2565,That behavior is not normal,No,Homophobia,Biased,Synthetic
2566,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2567,That behavior is not normal,No,Homophobia,Biased,Synthetic
2568,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2569,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2570,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2571,That behavior is not normal,No,Homophobia,Biased,Synthetic
2572,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2573,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2574,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2575,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2576,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2577,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2578,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2579,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2580,That behavior is not normal,No,Homophobia,Biased,Synthetic
2581,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2582,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2583,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2584,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2585,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2586,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2587,That behavior is not normal,No,Homophobia,Biased,Synthetic
2588,That behavior is not normal,No,Homophobia,Biased,Synthetic
2589,That behavior is not normal,No,Homophobia,Biased,Synthetic
2590,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2591,That behavior is not normal,No,Homophobia,Biased,Synthetic
2592,That behavior is not normal,No,Homophobia,Biased,Synthetic
2593,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2594,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2595,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2596,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2597,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2598,That behavior is not normal,No,Homophobia,Biased,Synthetic
2599,That behavior is not normal,No,Homophobia,Biased,Synthetic
2600,That behavior is not normal,No,Homophobia,Biased,Synthetic
2601,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2602,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2603,That behavior is not normal,No,Homophobia,Biased,Synthetic
2604,That behavior is not normal,No,Homophobia,Biased,Synthetic
2605,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2606,That behavior is not normal,No,Homophobia,Biased,Synthetic
2607,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2608,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2609,That behavior is not normal,No,Homophobia,Biased,Synthetic
2610,That behavior is not normal,No,Homophobia,Biased,Synthetic
2611,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2612,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2613,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2614,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2615,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2616,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2617,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2618,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2619,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2620,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2621,That behavior is not normal,No,Homophobia,Biased,Synthetic
2622,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2623,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2624,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2625,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2626,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2627,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2628,That behavior is not normal,No,Homophobia,Biased,Synthetic
2629,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2630,That behavior is not normal,No,Homophobia,Biased,Synthetic
2631,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2632,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2633,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2634,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2635,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2636,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2637,That behavior is not normal,No,Homophobia,Biased,Synthetic
2638,That behavior is not normal,No,Homophobia,Biased,Synthetic
2639,That behavior is not normal,No,Homophobia,Biased,Synthetic
2640,That behavior is not normal,No,Homophobia,Biased,Synthetic
2641,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2642,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2643,That behavior is not normal,No,Homophobia,Biased,Synthetic
2644,That behavior is not normal,No,Homophobia,Biased,Synthetic
2645,That behavior is not normal,No,Homophobia,Biased,Synthetic
2646,That behavior is not normal,No,Homophobia,Biased,Synthetic
2647,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2648,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2649,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2650,That behavior is not normal,No,Homophobia,Biased,Synthetic
2651,That behavior is not normal,No,Homophobia,Biased,Synthetic
2652,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2653,That behavior is not normal,No,Homophobia,Biased,Synthetic
2654,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2655,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2656,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2657,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2658,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2659,That behavior is not normal,No,Homophobia,Biased,Synthetic
2660,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2661,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2662,That behavior is not normal,No,Homophobia,Biased,Synthetic
2663,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2664,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2665,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2666,That behavior is not normal,No,Homophobia,Biased,Synthetic
2667,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2668,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2669,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2670,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2671,That behavior is not normal,No,Homophobia,Biased,Synthetic
2672,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2673,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2674,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2675,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2676,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2677,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2678,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2679,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2680,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2681,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2682,That behavior is not normal,No,Homophobia,Biased,Synthetic
2683,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2684,That behavior is not normal,No,Homophobia,Biased,Synthetic
2685,That behavior is not normal,No,Homophobia,Biased,Synthetic
2686,That behavior is not normal,No,Homophobia,Biased,Synthetic
2687,That behavior is not normal,No,Homophobia,Biased,Synthetic
2688,That behavior is not normal,No,Homophobia,Biased,Synthetic
2689,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2690,That behavior is not normal,No,Homophobia,Biased,Synthetic
2691,That behavior is not normal,No,Homophobia,Biased,Synthetic
2692,That behavior is not normal,No,Homophobia,Biased,Synthetic
2693,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2694,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2695,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2696,That behavior is not normal,No,Homophobia,Biased,Synthetic
2697,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2698,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2699,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2700,That behavior is not normal,No,Homophobia,Biased,Synthetic
2701,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2702,That behavior is not normal,No,Homophobia,Biased,Synthetic
2703,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2704,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2705,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2706,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2707,That behavior is not normal,No,Homophobia,Biased,Synthetic
2708,That behavior is not normal,No,Homophobia,Biased,Synthetic
2709,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2710,That behavior is not normal,No,Homophobia,Biased,Synthetic
2711,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2712,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2713,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2714,That behavior is not normal,No,Homophobia,Biased,Synthetic
2715,That behavior is not normal,No,Homophobia,Biased,Synthetic
2716,That behavior is not normal,No,Homophobia,Biased,Synthetic
2717,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2718,That behavior is not normal,No,Homophobia,Biased,Synthetic
2719,That behavior is not normal,No,Homophobia,Biased,Synthetic
2720,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2721,That behavior is not normal,No,Homophobia,Biased,Synthetic
2722,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2723,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2724,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2725,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2726,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2727,That behavior is not normal,No,Homophobia,Biased,Synthetic
2728,That behavior is not normal,No,Homophobia,Biased,Synthetic
2729,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2730,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2731,That behavior is not normal,No,Homophobia,Biased,Synthetic
2732,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2733,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2734,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2735,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2736,That behavior is not normal,No,Homophobia,Biased,Synthetic
2737,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2738,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2739,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2740,That behavior is not normal,No,Homophobia,Biased,Synthetic
2741,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2742,That behavior is not normal,No,Homophobia,Biased,Synthetic
2743,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2744,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2745,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2746,That behavior is not normal,No,Homophobia,Biased,Synthetic
2747,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2748,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2749,That behavior is not normal,No,Homophobia,Biased,Synthetic
2750,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2751,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2752,That behavior is not normal,No,Homophobia,Biased,Synthetic
2753,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2754,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2755,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2756,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2757,That behavior is not normal,No,Homophobia,Biased,Synthetic
2758,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2759,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2760,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2761,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2762,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2763,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2764,That behavior is not normal,No,Homophobia,Biased,Synthetic
2765,That behavior is not normal,No,Homophobia,Biased,Synthetic
2766,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2767,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2768,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2769,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2770,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2771,That behavior is not normal,No,Homophobia,Biased,Synthetic
2772,That behavior is not normal,No,Homophobia,Biased,Synthetic
2773,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2774,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2775,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2776,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2777,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2778,That behavior is not normal,No,Homophobia,Biased,Synthetic
2779,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2780,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2781,That behavior is not normal,No,Homophobia,Biased,Synthetic
2782,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2783,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2784,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2785,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2786,That behavior is not normal,No,Homophobia,Biased,Synthetic
2787,That behavior is not normal,No,Homophobia,Biased,Synthetic
2788,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2789,That behavior is not normal,No,Homophobia,Biased,Synthetic
2790,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2791,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2792,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2793,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2794,Being gay is unnatural,No,Homophobia,Biased,Synthetic
2795,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2796,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2797,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2798,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2799,That behavior is not normal,No,Homophobia,Biased,Synthetic
2800,I feel uncomfortable around LGBTQ people,No,Homophobia,Biased,Synthetic
2801,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2802,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2803,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2804,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2805,They are extremists,No,Religious Bias,Biased,Synthetic
2806,I avoid that faith,No,Religious Bias,Biased,Synthetic
2807,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2808,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2809,They are extremists,No,Religious Bias,Biased,Synthetic
2810,They are extremists,No,Religious Bias,Biased,Synthetic
2811,They are extremists,No,Religious Bias,Biased,Synthetic
2812,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2813,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2814,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2815,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2816,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2817,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2818,They are extremists,No,Religious Bias,Biased,Synthetic
2819,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2820,I avoid that faith,No,Religious Bias,Biased,Synthetic
2821,I avoid that faith,No,Religious Bias,Biased,Synthetic
2822,I avoid that faith,No,Religious Bias,Biased,Synthetic
2823,I avoid that faith,No,Religious Bias,Biased,Synthetic
2824,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2825,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2826,They are extremists,No,Religious Bias,Biased,Synthetic
2827,I avoid that faith,No,Religious Bias,Biased,Synthetic
2828,They are extremists,No,Religious Bias,Biased,Synthetic
2829,They are extremists,No,Religious Bias,Biased,Synthetic
2830,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2831,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2832,I avoid that faith,No,Religious Bias,Biased,Synthetic
2833,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2834,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2835,They are extremists,No,Religious Bias,Biased,Synthetic
2836,I avoid that faith,No,Religious Bias,Biased,Synthetic
2837,They are extremists,No,Religious Bias,Biased,Synthetic
2838,I avoid that faith,No,Religious Bias,Biased,Synthetic
2839,I avoid that faith,No,Religious Bias,Biased,Synthetic
2840,I avoid that faith,No,Religious Bias,Biased,Synthetic
2841,They are extremists,No,Religious Bias,Biased,Synthetic
2842,They are extremists,No,Religious Bias,Biased,Synthetic
2843,I avoid that faith,No,Religious Bias,Biased,Synthetic
2844,They are extremists,No,Religious Bias,Biased,Synthetic
2845,I avoid that faith,No,Religious Bias,Biased,Synthetic
2846,I avoid that faith,No,Religious Bias,Biased,Synthetic
2847,I avoid that faith,No,Religious Bias,Biased,Synthetic
2848,I avoid that faith,No,Religious Bias,Biased,Synthetic
2849,They are extremists,No,Religious Bias,Biased,Synthetic
2850,They are extremists,No,Religious Bias,Biased,Synthetic
2851,I avoid that faith,No,Religious Bias,Biased,Synthetic
2852,I avoid that faith,No,Religious Bias,Biased,Synthetic
2853,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2854,I avoid that faith,No,Religious Bias,Biased,Synthetic
2855,I avoid that faith,No,Religious Bias,Biased,Synthetic
2856,I avoid that faith,No,Religious Bias,Biased,Synthetic
2857,They are extremists,No,Religious Bias,Biased,Synthetic
2858,They are extremists,No,Religious Bias,Biased,Synthetic
2859,They are extremists,No,Religious Bias,Biased,Synthetic
2860,I avoid that faith,No,Religious Bias,Biased,Synthetic
2861,They are extremists,No,Religious Bias,Biased,Synthetic
2862,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2863,I avoid that faith,No,Religious Bias,Biased,Synthetic
2864,I avoid that faith,No,Religious Bias,Biased,Synthetic
2865,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2866,They are extremists,No,Religious Bias,Biased,Synthetic
2867,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2868,I avoid that faith,No,Religious Bias,Biased,Synthetic
2869,They are extremists,No,Religious Bias,Biased,Synthetic
2870,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2871,I avoid that faith,No,Religious Bias,Biased,Synthetic
2872,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2873,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2874,They are extremists,No,Religious Bias,Biased,Synthetic
2875,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2876,I avoid that faith,No,Religious Bias,Biased,Synthetic
2877,I avoid that faith,No,Religious Bias,Biased,Synthetic
2878,I avoid that faith,No,Religious Bias,Biased,Synthetic
2879,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2880,I avoid that faith,No,Religious Bias,Biased,Synthetic
2881,They are extremists,No,Religious Bias,Biased,Synthetic
2882,I avoid that faith,No,Religious Bias,Biased,Synthetic
2883,I avoid that faith,No,Religious Bias,Biased,Synthetic
2884,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2885,I avoid that faith,No,Religious Bias,Biased,Synthetic
2886,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2887,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2888,I avoid that faith,No,Religious Bias,Biased,Synthetic
2889,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2890,I avoid that faith,No,Religious Bias,Biased,Synthetic
2891,I avoid that faith,No,Religious Bias,Biased,Synthetic
2892,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2893,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2894,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2895,I avoid that faith,No,Religious Bias,Biased,Synthetic
2896,I avoid that faith,No,Religious Bias,Biased,Synthetic
2897,I avoid that faith,No,Religious Bias,Biased,Synthetic
2898,I avoid that faith,No,Religious Bias,Biased,Synthetic
2899,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2900,They are extremists,No,Religious Bias,Biased,Synthetic
