ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
657,This is helpful information #5778,No,None,None,Social Media
440,bruh wtf... this is some a$$ content #1970,Yes,Offensive Language,Offensive Language,Social Media
109,This is such a damn mess smh #1154,Yes,Offensive Language,Offensive Language,Social Media
790,This is a well written comment #4979,No,None,None,Social Media
632,I think this makes sense #9942,No,None,None,Social Media
859,This is a well written comment #5161,No,None,None,Social Media
781,Thanks for sharing your thoughts #2457,No,None,None,Social Media
271,This is complete bs and everyone knows it #401,Yes,Offensive Language,Offensive Language,Social Media
476,This is complete bs and everyone knows it #762,Yes,Offensive Language,Offensive Language,Social Media
332,This is f*cking ridiculous tbh #3391,Yes,Offensive Language,Offensive Language,Social Media
951,Let's keep the conversation respectful #2224,No,None,None,Social Media
289,This sh!t is crazy af #4101,Yes,Offensive Language,Offensive Language,Social Media
597,This is a thoughtful point #4178,No,None,None,Social Media
421,He's being a total a**hole rn #740,Yes,Offensive Language,Offensive Language,Social Media
69,B!tch please... not happening #3469,Yes,Offensive Language,Offensive Language,Social Media
784,This is helpful information #2622,No,None,None,Social Media
743,This is a thoughtful point #2318,No,None,None,Social Media
744,I appreciate your perspective on this topic #4739,No,None,None,Social Media
603,This discussion is quite interesting #2007,No,None,None,Social Media
407,This sh!t is crazy af #9211,Yes,Offensive Language,Offensive Language,Social Media
842,Thanks for sharing your thoughts #5919,No,None,None,Social Media
257,stfu nobody asked for your opinion #3555,Yes,Offensive Language,Offensive Language,Social Media
651,I think this makes sense #125,No,None,None,Social Media
23,That's some bull$hit right there #4832,Yes,Offensive Language,Offensive Language,Social Media
320,What the hell were they thinking??? #1252,Yes,Offensive Language,Offensive Language,Social Media
639,This discussion is quite interesting #3206,No,None,None,Social Media
399,omg this is such bullsh*t wtf 😡 #3288,Yes,Offensive Language,Offensive Language,Social Media
160,F@ck this I'm done #8878,Yes,Offensive Language,Offensive Language,Social Media
324,ngl this is pretty damn stupid imo #3445,Yes,Offensive Language,Offensive Language,Social Media
303,What the hell were they thinking??? #5893,Yes,Offensive Language,Offensive Language,Social Media
276,This is f*cking ridiculous tbh #4373,Yes,Offensive Language,Offensive Language,Social Media
25,th1s 1s s0 dum8 #4511,Yes,Offensive Language,Offensive Language,Social Media
595,Let's keep the conversation respectful #1664,No,None,None,Social Media
158,B!tch please... not happening #5322,Yes,Offensive Language,Offensive Language,Social Media
786,I appreciate your perspective on this topic #7692,No,None,None,Social Media
820,I think this makes sense #2312,No,None,None,Social Media
655,This is helpful information #5971,No,None,None,Social Media
788,I appreciate your perspective on this topic #4186,No,None,None,Social Media
211,stfu nobody asked for your opinion #2454,Yes,Offensive Language,Offensive Language,Social Media
628,Let's keep the conversation respectful #9098,No,None,None,Social Media
64,th1s 1s s0 dum8 #8663,Yes,Offensive Language,Offensive Language,Social Media
96,This is complete bs and everyone knows it #4822,Yes,Offensive Language,Offensive Language,Social Media
420,Get the f*** out of here with that nonsense #4674,Yes,Offensive Language,Offensive Language,Social Media
791,We should consider multiple viewpoints #8093,No,None,None,Social Media
240,Get the f*** out of here with that nonsense #3173,Yes,Offensive Language,Offensive Language,Social Media
334,What the hell were they thinking??? #4418,Yes,Offensive Language,Offensive Language,Social Media
328,wtf is wrong with you lmao #9594,Yes,Offensive Language,Offensive Language,Social Media
406,B!tch please... not happening #7123,Yes,Offensive Language,Offensive Language,Social Media
251,B!tch please... not happening #7909,Yes,Offensive Language,Offensive Language,Social Media
615,This is helpful information #3992,No,None,None,Social Media
578,This discussion is quite interesting #8535,No,None,None,Social Media
426,idc what anyone says this is bs #865,Yes,Offensive Language,Offensive Language,Social Media
901,This is a thoughtful point #1646,No,None,None,Social Media
49,This is f*cking ridiculous tbh #1757,Yes,Offensive Language,Offensive Language,Social Media
50,What the h3ll is going on here?? #4066,Yes,Offensive Language,Offensive Language,Social Media
155,ngl this is pretty damn stupid imo #4565,Yes,Offensive Language,Offensive Language,Social Media
140,This is such a damn mess smh #4088,Yes,Offensive Language,Offensive Language,Social Media
317,wtf is wrong with you lmao #2757,Yes,Offensive Language,Offensive Language,Social Media
362,This is f*cking ridiculous tbh #8197,Yes,Offensive Language,Offensive Language,Social Media
683,We should consider multiple viewpoints #8960,No,None,None,Social Media
861,I agree with your analysis #2867,No,None,None,Social Media
775,I think this makes sense #1207,No,None,None,Social Media
143,smh people are so fn stupid these days #6567,Yes,Offensive Language,Offensive Language,Social Media
670,I think this makes sense #3522,No,None,None,Social Media
179,What the hell were they thinking??? #8025,Yes,Offensive Language,Offensive Language,Social Media
216,B!tch please... not happening #7430,Yes,Offensive Language,Offensive Language,Social Media
815,I agree with your analysis #271,No,None,None,Social Media
120,wtf is wrong with you lmao #7981,Yes,Offensive Language,Offensive Language,Social Media
313,lmao what kind of sh!tty take is that #9063,Yes,Offensive Language,Offensive Language,Social Media
981,Thanks for sharing your thoughts #1747,No,None,None,Social Media
125,fvck th4t n0ise #7441,Yes,Offensive Language,Offensive Language,Social Media
606,This discussion is quite interesting #1674,No,None,None,Social Media
424,Stop being such a d*ck about it #8262,Yes,Offensive Language,Offensive Language,Social Media
581,I appreciate your perspective on this topic #3923,No,None,None,Social Media
281,idc what anyone says this is bs #3971,Yes,Offensive Language,Offensive Language,Social Media
344,gtfo with that weak argument lol #4511,Yes,Offensive Language,Offensive Language,Social Media
259,He's being a total a**hole rn #5237,Yes,Offensive Language,Offensive Language,Social Media
176,What the h3ll is going on here?? #2733,Yes,Offensive Language,Offensive Language,Social Media
370,stfu nobody asked for your opinion #6549,Yes,Offensive Language,Offensive Language,Social Media
553,I appreciate your perspective on this topic #3598,No,None,None,Social Media
648,Thanks for sharing your thoughts #6255,No,None,None,Social Media
133,Stop being such a d*ck about it #9822,Yes,Offensive Language,Offensive Language,Social Media
88,This is complete bs and everyone knows it #2637,Yes,Offensive Language,Offensive Language,Social Media
188,stfu nobody asked for your opinion #5921,Yes,Offensive Language,Offensive Language,Social Media
59,Th!s is $o st*pid omg #4828,Yes,Offensive Language,Offensive Language,Social Media
43,You're full of sh*t dude #7647,Yes,Offensive Language,Offensive Language,Social Media
975,We should consider multiple viewpoints #5149,No,None,None,Social Media
150,B!tch please... not happening #3866,Yes,Offensive Language,Offensive Language,Social Media
506,This is helpful information #6944,No,None,None,Social Media
774,This is a well written comment #8407,No,None,None,Social Media
356,smh people are so fn stupid these days #4910,Yes,Offensive Language,Offensive Language,Social Media
688,This discussion is quite interesting #5249,No,None,None,Social Media
431,This is such a damn mess smh #4585,Yes,Offensive Language,Offensive Language,Social Media
73,This sh!t is crazy af #1170,Yes,Offensive Language,Offensive Language,Social Media
195,You're full of sh*t dude #9273,Yes,Offensive Language,Offensive Language,Social Media
100,This is f*cking ridiculous tbh #4168,Yes,Offensive Language,Offensive Language,Social Media
971,Thanks for sharing your thoughts #2025,No,None,None,Social Media
596,This is helpful information #4298,No,None,None,Social Media
197,gtfo with that weak argument lol #9182,Yes,Offensive Language,Offensive Language,Social Media
360,He's being a total a**hole rn #2037,Yes,Offensive Language,Offensive Language,Social Media
249,Th!s is $o st*pid omg #551,Yes,Offensive Language,Offensive Language,Social Media
976,This is helpful information #8654,No,None,None,Social Media
991,This is a well written comment #1847,No,None,None,Social Media
675,This is a thoughtful point #1305,No,None,None,Social Media
272,This sh!t is crazy af #3361,Yes,Offensive Language,Offensive Language,Social Media
745,I think this makes sense #3376,No,None,None,Social Media
83,This is such a damn mess smh #1305,Yes,Offensive Language,Offensive Language,Social Media
544,I agree with your analysis #4398,No,None,None,Social Media
886,We should consider multiple viewpoints #156,No,None,None,Social Media
840,I agree with your analysis #82,No,None,None,Social Media
703,This is helpful information #3563,No,None,None,Social Media
986,I appreciate your perspective on this topic #3099,No,None,None,Social Media
894,Thanks for sharing your thoughts #7392,No,None,None,Social Media
598,I appreciate your perspective on this topic #1774,No,None,None,Social Media
42,gtfo with that weak argument lol #1830,Yes,Offensive Language,Offensive Language,Social Media
479,stfu nobody asked for your opinion #3448,Yes,Offensive Language,Offensive Language,Social Media
377,wtf is wrong with you lmao #4129,Yes,Offensive Language,Offensive Language,Social Media
957,This is helpful information #1016,No,None,None,Social Media
162,d4mn son thats cr4zy #1684,Yes,Offensive Language,Offensive Language,Social Media
206,What a b*tch move honestly #2651,Yes,Offensive Language,Offensive Language,Social Media
255,stfu nobody asked for your opinion #1674,Yes,Offensive Language,Offensive Language,Social Media
330,This is such a damn mess smh #5242,Yes,Offensive Language,Offensive Language,Social Media
980,I appreciate your perspective on this topic #8148,No,None,None,Social Media
527,This is a well written comment #3730,No,None,None,Social Media
758,I think this makes sense #2597,No,None,None,Social Media
654,This is helpful information #4697,No,None,None,Social Media
667,This is helpful information #4146,No,None,None,Social Media
728,I think this makes sense #897,No,None,None,Social Media
679,Let's keep the conversation respectful #793,No,None,None,Social Media
908,This discussion is quite interesting #1718,No,None,None,Social Media
746,I agree with your analysis #1403,No,None,None,Social Media
882,Let's keep the conversation respectful #1626,No,None,None,Social Media
865,This is helpful information #6730,No,None,None,Social Media
505,This discussion is quite interesting #6663,No,None,None,Social Media
16,gtfo with that weak argument lol #5711,Yes,Offensive Language,Offensive Language,Social Media
694,Thanks for sharing your thoughts #235,No,None,None,Social Media
401,Get the f*** out of here with that nonsense #2536,Yes,Offensive Language,Offensive Language,Social Media
732,Let's keep the conversation respectful #2516,No,None,None,Social Media
315,d4mn son thats cr4zy #5392,Yes,Offensive Language,Offensive Language,Social Media
382,This is such a damn mess smh #9234,Yes,Offensive Language,Offensive Language,Social Media
159,Get the f*** out of here with that nonsense #6230,Yes,Offensive Language,Offensive Language,Social Media
787,This is a thoughtful point #2538,No,None,None,Social Media
851,This is a thoughtful point #3473,No,None,None,Social Media
733,This discussion is quite interesting #7501,No,None,None,Social Media
642,This is helpful information #9683,No,None,None,Social Media
167,lmao what kind of sh!tty take is that #5503,Yes,Offensive Language,Offensive Language,Social Media
13,ngl this is pretty damn stupid imo #6411,Yes,Offensive Language,Offensive Language,Social Media
187,r u f***ing kidding me rn??? #606,Yes,Offensive Language,Offensive Language,Social Media
270,sh1t just got real tbh #1952,Yes,Offensive Language,Offensive Language,Social Media
625,This is helpful information #8498,No,None,None,Social Media
11,Stop being such a d*ck about it #4134,Yes,Offensive Language,Offensive Language,Social Media
85,bruh wtf... this is some a$$ content #9239,Yes,Offensive Language,Offensive Language,Social Media
503,This is a well written comment #4476,No,None,None,Social Media
600,Thanks for sharing your thoughts #9180,No,None,None,Social Media
875,I think this makes sense #8957,No,None,None,Social Media
82,This is f*cking ridiculous tbh #9268,Yes,Offensive Language,Offensive Language,Social Media
389,bruh wtf... this is some a$$ content #9862,Yes,Offensive Language,Offensive Language,Social Media
129,This is complete bs and everyone knows it #4128,Yes,Offensive Language,Offensive Language,Social Media
533,This is helpful information #2588,No,None,None,Social Media
309,stfu nobody asked for your opinion #3355,Yes,Offensive Language,Offensive Language,Social Media
588,This discussion is quite interesting #7812,No,None,None,Social Media
19,This is such a damn mess smh #494,Yes,Offensive Language,Offensive Language,Social Media
915,I think this makes sense #4480,No,None,None,Social Media
640,I think this makes sense #7117,No,None,None,Social Media
564,I appreciate your perspective on this topic #4308,No,None,None,Social Media
112,F@ck this I'm done #1848,Yes,Offensive Language,Offensive Language,Social Media
580,I appreciate your perspective on this topic #2713,No,None,None,Social Media
9,What the h3ll is going on here?? #7468,Yes,Offensive Language,Offensive Language,Social Media
170,th1s 1s s0 dum8 #2549,Yes,Offensive Language,Offensive Language,Social Media
285,ngl this is pretty damn stupid imo #7367,Yes,Offensive Language,Offensive Language,Social Media
940,I think this makes sense #6430,No,None,None,Social Media
220,B!tch please... not happening #3387,Yes,Offensive Language,Offensive Language,Social Media
677,I appreciate your perspective on this topic #8536,No,None,None,Social Media
235,What the hell were they thinking??? #8250,Yes,Offensive Language,Offensive Language,Social Media
291,This is complete bs and everyone knows it #8049,Yes,Offensive Language,Offensive Language,Social Media
737,Let's keep the conversation respectful #7244,No,None,None,Social Media
695,This is a well written comment #2804,No,None,None,Social Media
